sppid,species,scinam,dataname,Rank,Occurrences,nSites,UseAvailability.North,Analysis.North,UseAvailability.South,Analysis.South,Maps,Origin
DicentraSpectabilis,Dicentra spectabilis,Dicentra spectabilis,Dicentra.spectabilis,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
DichantheliumAcuminatum,Dichanthelium acuminatum,Dichanthelium acuminatum,Dichanthelium.acuminatum,Species,6,3,TRUE,FALSE,FALSE,FALSE,FALSE,Native
DieteriaCanescens,Dieteria canescens,Dieteria canescens,Dieteria.canescens,Species,6,3,FALSE,FALSE,TRUE,FALSE,FALSE,Native
DiphasiastrumAlpinum,Diphasiastrum alpinum,Diphasiastrum alpinum,Diphasiastrum.alpinum,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
DiphasiastrumComplanatum,Diphasiastrum complanatum,Diphasiastrum complanatum,Diphasiastrum.complanatum,Species,244,121,TRUE,TRUE,FALSE,FALSE,TRUE,Native
DiphasiastrumSitchense,Diphasiastrum sitchense,Diphasiastrum sitchense,Diphasiastrum.sitchense,Species,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
DiplotaxisMuralis,Diplotaxis muralis,Diplotaxis muralis,Diplotaxis.muralis,Species,9,4,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
DistichlisSpicata,Distichlis spicata,Distichlis spicata,Distichlis.spicata,Species,91,35,FALSE,FALSE,TRUE,TRUE,TRUE,Native
DoellingeriaUmbellata,Doellingeria umbellata,Doellingeria umbellata,Doellingeria.umbellata,Species,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Draba,Draba,Draba,Draba,Genus,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA
DrabaCana,Draba cana,Draba cana,Draba.cana,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
DrabaNemorosa,Draba nemorosa,Draba nemorosa,Draba.nemorosa,Species,32,15,TRUE,FALSE,TRUE,FALSE,FALSE,Native
Dracaena,Dracaena,Dracaena,Dracaena,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
DracocephalumParviflorum,Dracocephalum parviflorum,Dracocephalum parviflorum,Dracocephalum.parviflorum,Species,79,32,TRUE,TRUE,TRUE,FALSE,TRUE,Native
DroseraAnglica,Drosera anglica,Drosera anglica,Drosera.anglica,Species,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
DroseraLinearis,Drosera linearis,Drosera linearis,Drosera.linearis,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
DroseraRotundifolia,Drosera rotundifolia,Drosera rotundifolia,Drosera.rotundifolia,Species,265,107,TRUE,TRUE,FALSE,FALSE,TRUE,Native
DryasDrummondii,Dryas drummondii,Dryas drummondii,Dryas.drummondii,Species,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
DryasHookeriana,Dryas hookeriana,Dryas hookeriana,Dryas.hookeriana,Species,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
DrymocallisArguta,Drymocallis arguta,Drymocallis arguta,Drymocallis.arguta,Species,127,58,TRUE,FALSE,TRUE,TRUE,TRUE,Native
Dryopteris,Dryopteris,Dryopteris,Dryopteris,Genus,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA
DryopterisCarthusiana,Dryopteris carthusiana,Dryopteris carthusiana,Dryopteris.carthusiana,Species,140,71,TRUE,TRUE,FALSE,FALSE,TRUE,Native
DryopterisExpansa,Dryopteris expansa,Dryopteris expansa,Dryopteris.expansa,Species,100,50,TRUE,TRUE,FALSE,FALSE,TRUE,Native
DryopterisFragrans,Dryopteris fragrans,Dryopteris fragrans,Dryopteris.fragrans,Species,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
EchinochloaCrusgalli,Echinochloa crusgalli,Echinochloa crusgalli,Echinochloa.crusgalli,Species,62,30,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
Echinops,Echinops,Echinops,Echinops,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
EchinopsisPeruviana,Echinopsis peruviana,Echinopsis peruviana,Echinopsis.peruviana,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
ElaeagnusAngustifolia,Elaeagnus angustifolia,Elaeagnus angustifolia,Elaeagnus.angustifolia,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
ElaeagnusCommutata,Elaeagnus commutata,Elaeagnus commutata,Elaeagnus.commutata,Species,155,63,TRUE,FALSE,TRUE,TRUE,TRUE,Native
Elatine,Elatine,Elatine,Elatine,Genus,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
Eleocharis,Eleocharis,Eleocharis,Eleocharis,Genus,12,5,FALSE,FALSE,TRUE,FALSE,FALSE,NA
EleocharisAcicularis,Eleocharis acicularis,Eleocharis acicularis,Eleocharis.acicularis,Species,50,20,FALSE,FALSE,TRUE,FALSE,FALSE,Native
EleocharisErythropoda,Eleocharis palustris s.l.,Eleocharis palustris s.l.,Eleocharis.palustris.s.l.,Species,166,81,TRUE,TRUE,TRUE,TRUE,TRUE,Native
EleocharisQuinqueflora,Eleocharis quinqueflora,Eleocharis quinqueflora,Eleocharis.quinqueflora,Species,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,Native
ElodeaCanadensis,Elodea canadensis,Elodea canadensis,Elodea.canadensis,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Elyhordeum,Elyhordeum,Elyhordeum,Elyhordeum,Genus,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ElyhordeumMacounii,Elyhordeum macounii,Elyhordeum macounii,Elyhordeum.macounii,Species,7,4,FALSE,FALSE,TRUE,FALSE,FALSE,Native
ElyleymusHirtiflorus,Elyleymus hirtiflorus,Elyleymus hirtiflorus,Elyleymus.hirtiflorus,Species,14,5,TRUE,FALSE,FALSE,FALSE,FALSE,Native
Elymus,Elymus,Elymus,Elymus,Genus,18,9,TRUE,FALSE,FALSE,FALSE,FALSE,NA
ElymusAlbicans,Elymus albicans/lanceolatus,Elymus albicans/lanceolatus,Elymus.albicans.lanceolatus,Species,246,96,TRUE,TRUE,TRUE,TRUE,TRUE,Native
ElymusCanadensis,Elymus canadensis,Elymus canadensis,Elymus.canadensis,Species,12,6,TRUE,FALSE,TRUE,FALSE,FALSE,Native
ElymusElymoides,Elymus elymoides,Elymus elymoides,Elymus.elymoides,Species,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ElymusGlaucus,Elymus glaucus,Elymus glaucus,Elymus.glaucus,Species,11,4,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ElymusRepens,Elymus repens,Elymus repens,Elymus.repens,Species,584,220,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
ElymusTrachycaulus,Elymus trachycaulus,Elymus trachycaulus,Elymus.trachycaulus,Species,701,275,TRUE,TRUE,TRUE,TRUE,TRUE,Native
ElymusViolaceus,Elymus violaceus,Elymus violaceus,Elymus.violaceus,Species,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
EmpetrumNigrum,Empetrum nigrum,Empetrum nigrum,Empetrum.nigrum,Species,213,84,TRUE,TRUE,FALSE,FALSE,TRUE,Native
Epilobium,Epilobium,Epilobium,Epilobium,Genus,34,17,TRUE,FALSE,FALSE,FALSE,FALSE,NA
EpilobiumBrachycarpum,Epilobium brachycarpum,Epilobium brachycarpum,Epilobium.brachycarpum,Species,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
EpilobiumCiliatum,Epilobium ciliatum,Epilobium ciliatum,Epilobium.ciliatum,Species,262,131,TRUE,TRUE,TRUE,TRUE,TRUE,Native
EpilobiumLeptophyllum,Epilobium leptophyllum,Epilobium leptophyllum,Epilobium.leptophyllum,Species,45,18,TRUE,FALSE,FALSE,FALSE,FALSE,Native
EpilobiumPalustre,Epilobium palustre,Epilobium palustre,Epilobium.palustre,Species,166,83,TRUE,TRUE,TRUE,FALSE,TRUE,Native
Equisetum,Equisetum,Equisetum,Equisetum,Genus,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA
EquisetumArvense,Equisetum arvense,Equisetum arvense,Equisetum.arvense,Species,2095,713,TRUE,TRUE,TRUE,TRUE,TRUE,Native
EquisetumFluviatile,Equisetum fluviatile,Equisetum fluviatile,Equisetum.fluviatile,Species,355,135,TRUE,TRUE,TRUE,FALSE,TRUE,Native
EquisetumHyemale,Equisetum hyemale,Equisetum hyemale,Equisetum.hyemale,Species,184,82,TRUE,TRUE,TRUE,TRUE,TRUE,Native
EquisetumLaevigatum,Equisetum laevigatum,Equisetum laevigatum,Equisetum.laevigatum,Species,18,10,FALSE,FALSE,TRUE,FALSE,FALSE,Native
EquisetumPalustre,Equisetum palustre,Equisetum palustre,Equisetum.palustre,Species,28,11,TRUE,FALSE,FALSE,FALSE,FALSE,Native
EquisetumPratense,Equisetum pratense,Equisetum pratense,Equisetum.pratense,Species,582,224,TRUE,TRUE,TRUE,FALSE,TRUE,Native
EquisetumScirpoides,Equisetum scirpoides,Equisetum scirpoides,Equisetum.scirpoides,Species,570,227,TRUE,TRUE,TRUE,FALSE,TRUE,Native
EquisetumSylvaticum,Equisetum sylvaticum,Equisetum sylvaticum,Equisetum.sylvaticum,Species,1900,600,TRUE,TRUE,TRUE,FALSE,TRUE,Native
EquisetumVariegatum,Equisetum variegatum,Equisetum variegatum,Equisetum.variegatum,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
EremogoneCongesta,Eremogone congesta,Eremogone congesta,Eremogone.congesta,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
EricameriaNauseosa,Ericameria nauseosa,Ericameria nauseosa,Ericameria.nauseosa,Species,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Erigeron,Erigeron,Erigeron,Erigeron,Genus,8,6,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ErigeronAcris,Erigeron acris,Erigeron acris,Erigeron.acris,Species,32,19,TRUE,FALSE,FALSE,FALSE,FALSE,Native
ErigeronAnnuus,Erigeron annuus,Erigeron annuus,Erigeron.annuus,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ErigeronCaespitosus,Erigeron caespitosus,Erigeron caespitosus,Erigeron.caespitosus,Species,255,96,FALSE,FALSE,TRUE,TRUE,TRUE,Native
ErigeronCompositus,Erigeron compositus,Erigeron compositus,Erigeron.compositus,Species,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ErigeronElatus,Erigeron elatus,Erigeron elatus,Erigeron.elatus,Species,9,7,TRUE,FALSE,FALSE,FALSE,FALSE,Native
ErigeronGlabellus,Erigeron glabellus,Erigeron glabellus,Erigeron.glabellus,Species,120,51,TRUE,FALSE,TRUE,TRUE,TRUE,Native
ErigeronLonchophyllus,Erigeron lonchophyllus,Erigeron lonchophyllus,Erigeron.lonchophyllus,Species,43,23,TRUE,FALSE,TRUE,FALSE,FALSE,Native
ErigeronNivalis,Erigeron nivalis,Erigeron nivalis,Erigeron.nivalis,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ErigeronPeregrinus,Erigeron peregrinus,Erigeron peregrinus,Erigeron.peregrinus,Species,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ErigeronPhiladelphicus,Erigeron philadelphicus,Erigeron philadelphicus,Erigeron.philadelphicus,Species,119,66,TRUE,TRUE,TRUE,TRUE,TRUE,Native
ErigeronPumilus,Erigeron pumilus,Erigeron pumilus,Erigeron.pumilus,Species,45,23,FALSE,FALSE,TRUE,FALSE,FALSE,Native
ErigeronSpeciosus,Erigeron speciosus,Erigeron speciosus,Erigeron.speciosus,Species,18,6,FALSE,FALSE,TRUE,FALSE,FALSE,Native
ErigeronTrifidus,Erigeron trifidus,Erigeron trifidus,Erigeron.trifidus,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Eriogonum,Eriogonum,Eriogonum,Eriogonum,Genus,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA
EriogonumFlavum,Eriogonum flavum,Eriogonum flavum,Eriogonum.flavum,Species,31,16,FALSE,FALSE,TRUE,FALSE,FALSE,Native
Eriophorum,Eriophorum,Eriophorum,Eriophorum,Genus,6,4,TRUE,FALSE,FALSE,FALSE,FALSE,NA
EriophorumAngustifolium,Eriophorum angustifolium,Eriophorum angustifolium,Eriophorum.angustifolium,Species,73,32,TRUE,TRUE,FALSE,FALSE,TRUE,Native
EriophorumBrachyantherum,Eriophorum brachyantherum,Eriophorum brachyantherum,Eriophorum.brachyantherum,Species,42,20,TRUE,TRUE,FALSE,FALSE,TRUE,Native
EriophorumChamissonis,Eriophorum chamissonis,Eriophorum chamissonis,Eriophorum.chamissonis,Species,19,13,TRUE,FALSE,FALSE,FALSE,FALSE,Native
EriophorumGracile,Eriophorum gracile,Eriophorum gracile,Eriophorum.gracile,Species,28,13,TRUE,FALSE,FALSE,FALSE,FALSE,Native
EriophorumVaginatum,Eriophorum vaginatum,Eriophorum vaginatum,Eriophorum.vaginatum,Species,364,136,TRUE,TRUE,FALSE,FALSE,TRUE,Native
EriophorumViridicarinatum,Eriophorum viridicarinatum,Eriophorum viridicarinatum,Eriophorum.viridicarinatum,Species,26,10,TRUE,FALSE,FALSE,FALSE,FALSE,Native
ErodiumCicutarium,Erodium cicutarium,Erodium cicutarium,Erodium.cicutarium,Species,38,14,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
ErucastrumGallicum,Erucastrum gallicum,Erucastrum gallicum,Erucastrum.gallicum,Species,28,13,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
Erysimum,Erysimum,Erysimum,Erysimum,Genus,43,17,FALSE,FALSE,TRUE,FALSE,FALSE,NA
ErysimumAsperum,Erysimum asperum,Erysimum asperum,Erysimum.asperum,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
ErysimumCheiranthoides,Erysimum cheiranthoides,Erysimum cheiranthoides,Erysimum.cheiranthoides,Species,191,93,TRUE,TRUE,TRUE,TRUE,TRUE,Native
ErysimumInconspicuum,Erysimum inconspicuum,Erysimum inconspicuum,Erysimum.inconspicuum,Species,180,75,FALSE,FALSE,TRUE,TRUE,TRUE,Native
EscobariaVivipara,Escobaria vivipara,Escobaria vivipara,Escobaria.vivipara,Species,90,52,FALSE,FALSE,TRUE,TRUE,TRUE,Native
EuphorbiaEsula,Euphorbia esula,Euphorbia esula,Euphorbia.esula,Species,20,8,FALSE,FALSE,TRUE,FALSE,FALSE,Exotic
EuphorbiaGlyptosperma,Euphorbia glyptosperma,Euphorbia glyptosperma,Euphorbia.glyptosperma,Species,5,3,FALSE,FALSE,TRUE,FALSE,FALSE,Native
EuphorbiaSerpyllifolia,Euphorbia serpyllifolia,Euphorbia serpyllifolia,Euphorbia.serpyllifolia,Species,44,15,FALSE,FALSE,TRUE,FALSE,FALSE,Native
EuphrasiaNemorosa,Euphrasia nemorosa,Euphrasia nemorosa,Euphrasia.nemorosa,Species,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
EurybiaConspicua,Eurybia conspicua,Eurybia conspicua,Eurybia.conspicua,Species,1064,369,TRUE,TRUE,TRUE,TRUE,TRUE,Native
EuthamiaGraminifolia,Euthamia graminifolia,Euthamia graminifolia,Euthamia.graminifolia,Species,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Fagopyrum,Fagopyrum,Fagopyrum,Fagopyrum,Genus,44,14,TRUE,FALSE,TRUE,FALSE,FALSE,NA
FagopyrumEsculentum,Fagopyrum esculentum,Fagopyrum esculentum,Fagopyrum.esculentum,Species,48,16,TRUE,FALSE,TRUE,FALSE,FALSE,Exotic
FagopyrumTataricum,Fagopyrum tataricum,Fagopyrum tataricum,Fagopyrum.tataricum,Species,164,54,TRUE,FALSE,TRUE,TRUE,TRUE,Exotic
FallopiaConvolvulus,Fallopia convolvulus,Fallopia convolvulus,Fallopia.convolvulus,Species,560,187,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
Festuca,Festuca,Festuca,Festuca,Genus,30,13,FALSE,FALSE,TRUE,FALSE,FALSE,NA
FestucaBrachyphylla,Festuca brachyphylla,Festuca brachyphylla,Festuca.brachyphylla,Species,12,3,TRUE,FALSE,FALSE,FALSE,FALSE,Native
FestucaCampestris,Festuca campestris,Festuca campestris,Festuca.campestris,Species,20,8,FALSE,FALSE,TRUE,FALSE,FALSE,Native
FestucaHallii,Festuca hallii,Festuca hallii,Festuca.hallii,Species,236,79,FALSE,FALSE,TRUE,TRUE,TRUE,Native
FestucaIdahoensis,Festuca idahoensis,Festuca idahoensis,Festuca.idahoensis,Species,58,17,TRUE,FALSE,TRUE,FALSE,FALSE,Native
FestucaOvina,Festuca ovina,Festuca ovina,Festuca.ovina,Species,13,5,TRUE,FALSE,FALSE,FALSE,FALSE,Exotic
FestucaRubra,Festuca rubra,Festuca rubra,Festuca.rubra,Species,142,60,TRUE,TRUE,TRUE,FALSE,TRUE,Native
FestucaSaximontana,Festuca saximontana,Festuca saximontana,Festuca.saximontana,Species,232,82,TRUE,TRUE,TRUE,TRUE,TRUE,Native
Floribunda,Floribunda,Floribunda,Floribunda,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
FragariaVesca,Fragaria vesca/virginiana,Fragaria vesca/virginiana,Fragaria.vesca.virginiana,Species,2439,771,TRUE,TRUE,TRUE,TRUE,TRUE,Native
Fraxinus,Fraxinus,Fraxinus,Fraxinus,Genus,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA
FraxinusAmericana,Fraxinus americana,Fraxinus americana,Fraxinus.americana,Species,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
FraxinusPennsylvanica,Fraxinus pennsylvanica,Fraxinus pennsylvanica,Fraxinus.pennsylvanica,Species,9,5,FALSE,FALSE,TRUE,FALSE,FALSE,Native
GaillardiaAristata,Gaillardia aristata,Gaillardia aristata,Gaillardia.aristata,Species,353,137,FALSE,FALSE,TRUE,TRUE,TRUE,Native
GalearisRotundifolia,Galearis rotundifolia,Galearis rotundifolia,Galearis.rotundifolia,Species,66,32,TRUE,TRUE,FALSE,FALSE,TRUE,Native
Galeopsis,Galeopsis,Galeopsis,Galeopsis,Genus,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
GaleopsisTetrahit,Galeopsis tetrahit,Galeopsis tetrahit,Galeopsis.tetrahit,Species,357,160,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
Galium,Galium,Galium,Galium,Galium,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
GaliumAparine,Galium aparine/spurium,Galium aparine/spurium,Galium.aparine.spurium,Species,188,67,TRUE,TRUE,TRUE,TRUE,TRUE,Exotic
GaliumBoreale,Galium boreale,Galium boreale,Galium.boreale,Species,2334,762,TRUE,TRUE,TRUE,TRUE,TRUE,Native
GaliumLabradoricum,Galium labradoricum,Galium labradoricum,Galium.labradoricum,Species,65,27,TRUE,TRUE,FALSE,FALSE,TRUE,Native
GaliumTrifidum,Galium trifidum,Galium trifidum,Galium.trifidum,Species,441,181,TRUE,TRUE,TRUE,FALSE,TRUE,Native
GaliumTriflorum,Galium triflorum,Galium triflorum,Galium.triflorum,Species,1191,430,TRUE,TRUE,TRUE,TRUE,TRUE,Native
GaultheriaHispidula,Gaultheria hispidula,Gaultheria hispidula,Gaultheria.hispidula,Species,41,15,TRUE,FALSE,FALSE,FALSE,FALSE,Native
Gentiana,Gentiana,Gentiana,Gentiana,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
GentianaAffinis,Gentiana affinis,Gentiana affinis,Gentiana.affinis,Species,4,3,FALSE,FALSE,TRUE,FALSE,FALSE,Native
GentianellaAmarella,Gentianella amarella,Gentianella amarella,Gentianella.amarella,Species,83,45,TRUE,TRUE,TRUE,TRUE,TRUE,Native
GentianopsisDentosa,Gentianopsis dentosa,Gentianopsis dentosa,Gentianopsis.dentosa,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Geocaulon,Geocaulon,Geocaulon,Geocaulon,Genus,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
GeocaulonLividum,Geocaulon lividum,Geocaulon lividum,Geocaulon.lividum,Species,563,241,TRUE,TRUE,FALSE,FALSE,TRUE,Native
Geranium,Geranium,Geranium,Geranium,Genus,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA
GeraniumBicknellii,Geranium bicknellii,Geranium bicknellii,Geranium.bicknellii,Species,144,67,TRUE,TRUE,TRUE,FALSE,TRUE,Native
GeraniumPratense,Geranium pratense,Geranium pratense,Geranium.pratense,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
GeraniumRichardsonii,Geranium richardsonii,Geranium richardsonii,Geranium.richardsonii,Species,75,24,TRUE,TRUE,TRUE,FALSE,TRUE,Native
GeraniumViscosissimum,Geranium viscosissimum,Geranium viscosissimum,Geranium.viscosissimum,Species,64,26,FALSE,FALSE,TRUE,FALSE,FALSE,Native
Geum,Geum,Geum,Geum,Genus,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA
GeumAleppicum,Geum aleppicum/macrophyllum/rivale,Geum aleppicum/macrophyllum/rivale,Geum.aleppicum.macrophyllum.rivale,Species,708,314,TRUE,TRUE,TRUE,TRUE,TRUE,Native
GeumTriflorum,Geum triflorum,Geum triflorum,Geum.triflorum,Species,328,129,TRUE,FALSE,TRUE,TRUE,TRUE,Native
GlechomaHederacea,Glechoma hederacea,Glechoma hederacea,Glechoma.hederacea,Species,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
Glyceria,Glyceria,Glyceria,Glyceria,Genus,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
GlyceriaBorealis,Glyceria borealis,Glyceria borealis,Glyceria.borealis,Species,9,5,TRUE,FALSE,FALSE,FALSE,FALSE,Native
GlyceriaGrandis,Glyceria grandis,Glyceria grandis,Glyceria.grandis,Species,104,54,TRUE,TRUE,TRUE,TRUE,TRUE,Native
GlyceriaPulchella,Glyceria pulchella,Glyceria pulchella,Glyceria.pulchella,Species,33,17,TRUE,FALSE,FALSE,FALSE,FALSE,Native
GlyceriaStriata,Glyceria striata,Glyceria striata,Glyceria.striata,Species,55,27,TRUE,TRUE,TRUE,FALSE,TRUE,Native
GlycyrrhizaLepidota,Glycyrrhiza lepidota,Glycyrrhiza lepidota,Glycyrrhiza.lepidota,Species,106,51,FALSE,FALSE,TRUE,TRUE,TRUE,Native
Gnaphalium,Gnaphalium,Gnaphalium,Gnaphalium,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
GnaphaliumPalustre,Gnaphalium palustre,Gnaphalium palustre,Gnaphalium.palustre,Species,46,24,FALSE,FALSE,TRUE,TRUE,TRUE,Native
GnaphaliumUliginosum,Gnaphalium uliginosum,Gnaphalium uliginosum,Gnaphalium.uliginosum,Species,23,13,TRUE,FALSE,TRUE,FALSE,FALSE,Exotic
Goodyera,Goodyera,Goodyera,Goodyera,Genus,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA
GoodyeraOblongifolia,Goodyera oblongifolia,Goodyera oblongifolia,Goodyera.oblongifolia,Species,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,Native
GoodyeraRepens,Goodyera repens,Goodyera repens,Goodyera.repens,Species,128,75,TRUE,TRUE,FALSE,FALSE,TRUE,Native
GratiolaNeglecta,Gratiola neglecta,Gratiola neglecta,Gratiola.neglecta,Species,12,5,FALSE,FALSE,TRUE,FALSE,FALSE,Native
GrindeliaSquarrosa,Grindelia squarrosa,Grindelia squarrosa,Grindelia.squarrosa,Species,418,148,FALSE,FALSE,TRUE,TRUE,TRUE,Native
GutierreziaSarothrae,Gutierrezia sarothrae,Gutierrezia sarothrae,Gutierrezia.sarothrae,Species,314,113,FALSE,FALSE,TRUE,TRUE,TRUE,Native
Gymnocarpium,Gymnocarpium,Gymnocarpium,Gymnocarpium,Genus,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
GymnocarpiumDryopteris,Gymnocarpium dryopteris,Gymnocarpium dryopteris,Gymnocarpium.dryopteris,Species,281,131,TRUE,TRUE,FALSE,FALSE,TRUE,Native
GypsophilaPaniculata,Gypsophila paniculata,Gypsophila paniculata,Gypsophila.paniculata,Species,10,3,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
HackeliaDeflexa,Hackelia deflexa,Hackelia deflexa,Hackelia.deflexa,Species,24,15,FALSE,FALSE,TRUE,FALSE,FALSE,Native
HaleniaDeflexa,Halenia deflexa,Halenia deflexa,Halenia.deflexa,Species,131,66,TRUE,TRUE,TRUE,FALSE,TRUE,Native
HedeomaHispida,Hedeoma hispida,Hedeoma hispida,Hedeoma.hispida,Species,20,8,FALSE,FALSE,TRUE,FALSE,FALSE,Native
HedysarumAlpinum,Hedysarum alpinum,Hedysarum alpinum,Hedysarum.alpinum,Species,123,58,TRUE,TRUE,TRUE,TRUE,TRUE,Native
HedysarumBoreale,Hedysarum boreale,Hedysarum boreale,Hedysarum.boreale,Species,10,6,TRUE,FALSE,TRUE,FALSE,FALSE,Native
HedysarumSulphurescens,Hedysarum sulphurescens,Hedysarum sulphurescens,Hedysarum.sulphurescens,Species,12,5,FALSE,FALSE,FALSE,FALSE,FALSE,Native
HeleniumAutumnale,Helenium autumnale,Helenium autumnale,Helenium.autumnale,Species,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,Native
Helianthus,Helianthus,Helianthus,Helianthus,Genus,9,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA
HelianthusAnnuus,Helianthus annuus,Helianthus annuus,Helianthus.annuus,Species,17,8,FALSE,FALSE,TRUE,FALSE,FALSE,Native
HelianthusNuttallii,Helianthus nuttallii,Helianthus nuttallii,Helianthus.nuttallii,Species,8,5,FALSE,FALSE,TRUE,FALSE,FALSE,Native
HelianthusPauciflorus,Helianthus pauciflorus,Helianthus pauciflorus,Helianthus.pauciflorus,Species,16,9,FALSE,FALSE,TRUE,FALSE,FALSE,Native
HelianthusPetiolaris,Helianthus petiolaris,Helianthus petiolaris,Helianthus.petiolaris,Species,7,3,FALSE,FALSE,TRUE,FALSE,FALSE,Native
HelictotrichonSempervirens,Helictotrichon sempervirens,Helictotrichon sempervirens,Helictotrichon.sempervirens,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
HemerocallisStella,Hemerocallis 'Stella de Oro',Hemerocallis 'Stella de Oro',Hemerocallis.Stella.de.Oro.,Species,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
Heracleum,Heracleum,Heracleum,Heracleum,Genus,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA
HeracleumSphondylium,Heracleum sphondylium,Heracleum sphondylium,Heracleum.sphondylium,Species,405,149,TRUE,TRUE,TRUE,FALSE,TRUE,Native
HesperisMatronalis,Hesperis matronalis,Hesperis matronalis,Hesperis.matronalis,Species,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,Exotic
HesperostipaComata,Hesperostipa comata/curtiseta,Hesperostipa comata/curtiseta,Hesperostipa.comata.curtiseta,Species,678,197,FALSE,FALSE,TRUE,TRUE,TRUE,Native
HesperostipaSpartea,Hesperostipa spartea,Hesperostipa spartea,Hesperostipa.spartea,Species,36,13,FALSE,FALSE,TRUE,FALSE,FALSE,Native
HeterothecaVillosa,Heterotheca villosa,Heterotheca villosa,Heterotheca.villosa,Species,494,168,FALSE,FALSE,TRUE,TRUE,TRUE,Native
Heuchera,Heuchera,Heuchera,Heuchera,Genus,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA
